GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
West_Inner_Mongolia-EP_Coal_300_RC-ep-452,2005,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-453,2005,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-454,2006,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-455,2006,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-456,2007,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-457,2006,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-458,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-459,2006,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-460,2008,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-461,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-462,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-463,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-464,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-465,2009,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-466,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-467,2008,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-468,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-469,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-470,2011,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-471,2011,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-472,2006,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-473,2006,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-474,2008,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-475,2008,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-476,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-477,2006,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-478,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-479,2010,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-480,2007,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-481,2007,300,1
West_Inner_Mongolia-Coal_Small_RC-ep-482,1990,267,1
West_Inner_Mongolia-Coal_100_DRY-ep-483,2014,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-484,2014,200,1
East_Inner_Mongolia-Coal_100_RC-ep-485,1990,200,1
East_Inner_Mongolia-Coal_100_RC-ep-486,1989,200,1
East_Inner_Mongolia-Coal_100_RC-ep-487,1985,200,1
East_Inner_Mongolia-Coal_100_RC-ep-488,1985,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-489,1995,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-490,1995,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-491,1993,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-492,1993,200,1
West_Inner_Mongolia-Coal_Small_DRY-ep-493,1990,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-494,2006,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-495,2006,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-496,2006,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-497,2005,200,1
West_Inner_Mongolia-Coal_100_RC-ep-498,2004,200,1
West_Inner_Mongolia-Coal_100_RC-ep-499,2004,200,1
West_Inner_Mongolia-Coal_100_RC-ep-500,2005,200,1
West_Inner_Mongolia-Coal_100_RC-ep-501,2005,200,1
West_Inner_Mongolia-Coal_100_RC-ep-502,2003,200,1
West_Inner_Mongolia-Coal_100_RC-ep-503,2003,200,1
West_Inner_Mongolia-Coal_100_RC-ep-504,2002,200,1
West_Inner_Mongolia-Coal_100_RC-ep-505,2001,200,1
West_Inner_Mongolia-Coal_100_RC-ep-506,2014,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-507,2007,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-508,2007,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-509,2010,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-510,2010,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-511,2008,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-512,2008,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-513,2007,200,1
West_Inner_Mongolia-Coal_100_DRY-ep-514,2008,200,1
West_Inner_Mongolia-Coal_Small_RC-ep-515,1990,170,1
West_Inner_Mongolia-Coal_100_RC-ep-516,2007,155,1
West_Inner_Mongolia-Coal_100_RC-ep-517,2007,155,1
West_Inner_Mongolia-Coal_100_RC-ep-518,2005,155,1
West_Inner_Mongolia-Coal_100_RC-ep-519,2004,155,1
East_Inner_Mongolia-Coal_100_RC-ep-520,2007,150,1
East_Inner_Mongolia-Coal_100_RC-ep-521,2006,150,1
West_Inner_Mongolia-Coal_100_RC-ep-522,2006,150,1
West_Inner_Mongolia-Coal_100_RC-ep-523,2006,150,1
West_Inner_Mongolia-Coal_100_RC-ep-524,2005,150,1
West_Inner_Mongolia-Coal_100_RC-ep-525,2005,150,1
West_Inner_Mongolia-Coal_100_RC-ep-526,2006,150,1
West_Inner_Mongolia-Coal_100_RC-ep-527,2006,150,1
West_Inner_Mongolia-Coal_100_DRY-ep-528,2010,150,1
West_Inner_Mongolia-Coal_100_DRY-ep-529,2009,150,1
West_Inner_Mongolia-Coal_100_RC-ep-530,2007,150,1
West_Inner_Mongolia-Coal_100_RC-ep-531,2006,150,1
West_Inner_Mongolia-Coal_100_DRY-ep-532,2012,150,1
West_Inner_Mongolia-Coal_100_DRY-ep-533,2012,150,1
West_Inner_Mongolia-Coal_Small_RC-ep-534,1990,136,1
East_Inner_Mongolia-Coal_100_RC-ep-535,2007,135,1
East_Inner_Mongolia-Coal_100_RC-ep-536,2006,135,1
East_Inner_Mongolia-Coal_100_RC-ep-537,2009,135,1
East_Inner_Mongolia-Coal_100_RC-ep-538,2009,135,1
East_Inner_Mongolia-Coal_100_RC-ep-539,2007,135,1
East_Inner_Mongolia-Coal_100_RC-ep-540,2006,135,1
West_Inner_Mongolia-Coal_100_RC-ep-541,2013,135,1
West_Inner_Mongolia-Coal_100_RC-ep-542,2013,135,1
West_Inner_Mongolia-Coal_100_RC-ep-543,2013,135,1
West_Inner_Mongolia-Coal_100_RC-ep-544,2013,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-545,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-546,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-547,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-548,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-549,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-550,2015,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-551,2008,135,1
West_Inner_Mongolia-Coal_100_DRY-ep-552,2008,135,1
West_Inner_Mongolia-Coal_100_RC-ep-553,2005,125,1
West_Inner_Mongolia-Coal_100_RC-ep-554,2005,125,1
West_Inner_Mongolia-Coal_Small_DRY-ep-555,1990,110,1
West_Inner_Mongolia-Coal_Small_RC-ep-556,1990,104,1
West_Inner_Mongolia-Coal_Small_DRY-ep-557,1990,100,1
East_Inner_Mongolia-Coal_100_RC-ep-558,2005,100,1
East_Inner_Mongolia-Coal_100_RC-ep-559,2004,100,1
West_Inner_Mongolia-Coal_100_DRY-ep-560,2008,100,1
West_Inner_Mongolia-Coal_100_DRY-ep-561,2008,100,1
West_Inner_Mongolia-Coal_100_RC-ep-562,2004,100,1
West_Inner_Mongolia-Coal_100_RC-ep-563,2004,100,1
West_Inner_Mongolia-Coal_100_DRY-ep-564,2015,100,1
West_Inner_Mongolia-Coal_100_RC-ep-565,2007,100,1
West_Inner_Mongolia-Coal_100_RC-ep-566,2007,100,1
West_Inner_Mongolia-Coal_100_DRY-ep-567,1990,100,1
West_Inner_Mongolia-Coal_Small_RC-ep-568,1990,86,1
West_Inner_Mongolia-Coal_Small_DRY-ep-569,1990,80,1
Liaoning-Coal_Small_RC-ep-575,1990,1178.3,1
Liaoning-EP_Coal_1000_SEA-ep-576,2010,1000,1
Liaoning-EP_Coal_1000_SEA-ep-577,2010,1000,1
Liaoning-EP_Coal_1000_SEA-ep-578,2000,800,1
Liaoning-EP_Coal_1000_SEA-ep-579,2000,800,1
Liaoning-EP_Coal_600_RC-ep-580,2009,600,1
Liaoning-EP_Coal_600_RC-ep-581,2008,600,1
Liaoning-EP_Coal_600_RC-ep-582,2008,600,1
Liaoning-EP_Coal_600_RC-ep-583,2008,600,1
Liaoning-EP_Coal_600_RC-ep-584,2010,600,1
Liaoning-EP_Coal_600_RC-ep-585,2011,600,1
Liaoning-EP_Coal_600_SEA-ep-586,2007,600,1
Liaoning-EP_Coal_600_SEA-ep-587,2007,600,1
Liaoning-EP_Coal_600_SEA-ep-588,2007,600,1
Liaoning-EP_Coal_600_SEA-ep-589,2007,600,1
Liaoning-EP_Coal_600_DRY-ep-590,2012,600,1
Liaoning-EP_Coal_600_DRY-ep-591,2011,600,1
Liaoning-Coal_Small_RC-ep-592,1990,543.8,1
Liaoning-Coal_Small_RC-ep-593,1990,537,1
Liaoning-EP_Coal_300_RC-ep-594,2014,350,1
Liaoning-EP_Coal_300_RC-ep-595,2014,350,1
Liaoning-EP_Coal_300_RC-ep-596,2005,350,1
Liaoning-EP_Coal_300_RC-ep-597,2005,350,1
Liaoning-EP_Coal_300_SEA-ep-598,1998,350,1
Liaoning-EP_Coal_300_SEA-ep-599,1998,350,1
Liaoning-EP_Coal_300_SEA-ep-600,1988,350,1
Liaoning-EP_Coal_300_SEA-ep-601,1988,350,1
Liaoning-EP_Coal_300_SEA-ep-602,1998,350,1
Liaoning-EP_Coal_300_SEA-ep-603,1998,350,1
Liaoning-EP_Coal_300_RC-ep-604,2012,350,1
Liaoning-EP_Coal_300_RC-ep-605,2012,350,1
Liaoning-EP_Coal_300_RC-ep-606,2007,350,1
Liaoning-EP_Coal_300_RC-ep-607,2007,350,1
Liaoning-EP_Coal_300_RC-ep-608,2012,330,1
Liaoning-EP_Coal_300_RC-ep-609,2012,330,1
Liaoning-EP_Coal_300_SEA-ep-610,2009,330,1
Liaoning-EP_Coal_300_SEA-ep-611,2009,330,1
Liaoning-EP_Coal_300_SEA-ep-612,1996,320,1
Liaoning-EP_Coal_300_SEA-ep-613,1996,320,1
Liaoning-EP_Coal_300_RC-ep-614,2013,300,1
Liaoning-EP_Coal_300_RC-ep-615,1996,300,1
Liaoning-EP_Coal_300_RC-ep-616,1994,300,1
Liaoning-EP_Coal_300_RC-ep-617,1993,300,1
Liaoning-EP_Coal_300_RC-ep-618,1993,300,1
Liaoning-EP_Coal_300_DRY-ep-619,2010,300,1
Liaoning-EP_Coal_300_DRY-ep-620,2009,300,1
Liaoning-EP_Coal_300_RC-ep-621,2010,300,1
Liaoning-EP_Coal_300_RC-ep-622,2010,300,1
Liaoning-EP_Coal_300_RC-ep-623,2008,300,1
Liaoning-EP_Coal_300_RC-ep-624,2008,300,1
Liaoning-EP_Coal_300_RC-ep-625,2012,300,1
Liaoning-EP_Coal_300_RC-ep-626,2012,300,1
Liaoning-EP_Coal_300_RC-ep-627,2010,300,1
Liaoning-EP_Coal_300_RC-ep-628,2010,300,1
Liaoning-EP_Coal_300_RC-ep-629,2009,300,1
Liaoning-EP_Coal_300_RC-ep-630,2009,300,1
Liaoning-Coal_Small_RC-ep-631,1990,240,1
Liaoning-Coal_100_RC-ep-632,1993,200,1
Liaoning-Coal_100_RC-ep-633,1993,200,1
Liaoning-Coal_100_RC-ep-634,1993,200,1
Liaoning-Coal_100_RC-ep-635,1984,200,1
Liaoning-Coal_100_RC-ep-636,1977,200,1
Liaoning-Coal_100_RC-ep-637,1991,200,1
Liaoning-Coal_100_RC-ep-638,1990,200,1
Liaoning-Coal_100_RC-ep-639,2007,200,1
Liaoning-Coal_100_RC-ep-640,1991,200,1
Liaoning-Coal_100_RC-ep-641,1990,200,1
Liaoning-Coal_100_RC-ep-642,2010,200,1
Liaoning-Coal_100_RC-ep-643,2010,200,1
Liaoning-Coal_100_RC-ep-644,2001,200,1
Liaoning-Coal_100_RC-ep-645,1996,200,1
Liaoning-Coal_Small_SEA-ep-646,1990,181,1
Liaoning-Coal_100_RC-ep-647,2010,150,1
Liaoning-Coal_100_RC-ep-648,2010,150,1
Liaoning-Coal_100_RC-ep-649,2007,150,1
Liaoning-Coal_100_RC-ep-650,2007,150,1
Liaoning-Coal_100_RC-ep-651,2006,150,1
Liaoning-Coal_100_RC-ep-652,2006,150,1
Liaoning-Coal_100_RC-ep-653,2005,135,1
Liaoning-Coal_100_RC-ep-654,2005,135,1
Liaoning-Coal_100_RC-ep-655,2003,125,1
Liaoning-Coal_100_RC-ep-656,1996,100,1
Liaoning-Coal_100_RC-ep-657,2004,100,1
Liaoning-Coal_100_RC-ep-658,2004,100,1
Liaoning-Coal_Small_RC-ep-659,1990,60,1
Liaoning-Coal_Small_OT-ep-660,1990,24,1
Jilin-Coal_Small_RC-ep-663,1990,693,1
Jilin-EP_Coal_600_RC-ep-664,2011,660,1
Jilin-EP_Coal_600_RC-ep-665,2009,660,1
Jilin-EP_Coal_600_RC-ep-666,2009,660,1
Jilin-EP_Coal_600_RC-ep-667,2014,660,1
Jilin-EP_Coal_600_DRY-ep-668,2010,600,1
Jilin-EP_Coal_600_DRY-ep-669,2010,600,1
Jilin-EP_Coal_300_RC-ep-670,2009,350,1
Jilin-EP_Coal_300_RC-ep-671,2009,350,1
Jilin-EP_Coal_300_RC-ep-672,2012,350,1
Jilin-EP_Coal_300_RC-ep-673,2011,350,1
Jilin-EP_Coal_300_RC-ep-674,2009,350,1
Jilin-Coal_Small_OT-ep-675,1990,332,1
Jilin-EP_Coal_300_RC-ep-676,2006,330,1
Jilin-EP_Coal_300_RC-ep-677,2006,330,1
Jilin-EP_Coal_300_RC-ep-678,2009,330,1
Jilin-EP_Coal_300_RC-ep-679,2008,330,1
Jilin-EP_Coal_300_DRY-ep-680,2011,330,1
Jilin-EP_Coal_300_DRY-ep-681,2011,330,1
Jilin-EP_Coal_300_RC-ep-682,2010,300,1
Jilin-EP_Coal_300_RC-ep-683,2010,300,1
Jilin-EP_Coal_300_RC-ep-684,2010,300,1
Jilin-EP_Coal_300_RC-ep-685,2010,300,1
Jilin-EP_Coal_300_RC-ep-686,2000,300,1
Jilin-EP_Coal_300_RC-ep-687,2000,300,1
Jilin-EP_Coal_300_RC-ep-688,1995,300,1
Jilin-EP_Coal_300_RC-ep-689,1994,300,1
Jilin-EP_Coal_300_RC-ep-690,2010,300,1
Jilin-EP_Coal_300_RC-ep-691,2007,300,1
Jilin-EP_Coal_300_RC-ep-692,2007,300,1
Jilin-Coal_100_RC-ep-693,1991,220,1
Jilin-Coal_100_RC-ep-695,2011,200,1
Jilin-Coal_100_RC-ep-696,2011,200,1
Jilin-Coal_100_OT-ep-697,1989,200,1
Jilin-Coal_100_OT-ep-698,1988,200,1
Jilin-Coal_100_RC-ep-699,1991,200,1
Jilin-Coal_100_RC-ep-700,2010,200,1
Jilin-Coal_100_RC-ep-701,2010,200,1
Jilin-Coal_100_RC-ep-702,2010,200,1
Jilin-Coal_100_RC-ep-703,2007,200,1
Jilin-Coal_100_RC-ep-704,1996,200,1
Jilin-Coal_100_RC-ep-705,1995,200,1
Jilin-Coal_100_OT-ep-706,2007,200,1
Jilin-Coal_100_OT-ep-707,2007,200,1
Jilin-Coal_100_OT-ep-708,2003,125,1
Jilin-Coal_100_OT-ep-709,2002,125,1
Jilin-Coal_Small_RC-ep-710,1990,109,1
Jilin-Coal_100_RC-ep-711,1999,100,1
Jilin-Coal_100_RC-ep-712,2002,100,1
Jilin-Coal_100_RC-ep-713,1992,100,1
Jilin-Coal_Small_RC-ep-715,1990,86,1
Jilin-Coal_Small_RC-ep-719,1990,24,1
Jilin-Coal_Small_RC-ep-720,1990,21,1
Jilin-Coal_Small_RC-ep-721,1990,18,1
Heilongjiang-Coal_Small_RC-ep-723,1990,1872.5,1
Heilongjiang-EP_Coal_600_RC-ep-724,2008,600,1
Heilongjiang-EP_Coal_600_RC-ep-725,2008,600,1
Heilongjiang-EP_Coal_600_RC-ep-726,1999,600,1
Heilongjiang-EP_Coal_600_RC-ep-727,1996,600,1
Heilongjiang-EP_Coal_600_RC-ep-728,2007,600,1
Heilongjiang-EP_Coal_600_RC-ep-729,2008,600,1
Heilongjiang-EP_Coal_600_RC-ep-730,2007,600,1
Heilongjiang-Coal_Small_RC-ep-731,1990,538,1
Heilongjiang-EP_Coal_300_RC-ep-732,2013,350,1
Heilongjiang-EP_Coal_300_RC-ep-733,2013,350,1
Heilongjiang-EP_Coal_300_RC-ep-734,2002,350,1
Heilongjiang-EP_Coal_300_RC-ep-735,2001,350,1
Heilongjiang-EP_Coal_300_RC-ep-736,2014,350,1
Heilongjiang-EP_Coal_300_RC-ep-737,2014,350,1
Heilongjiang-EP_Coal_300_RC-ep-738,2015,350,1
Heilongjiang-EP_Coal_300_RC-ep-739,2015,350,1
Heilongjiang-EP_Coal_300_OT-ep-740,2005,330,1
Heilongjiang-EP_Coal_300_RC-ep-741,2007,300,1
Heilongjiang-EP_Coal_300_RC-ep-742,2007,300,1
Heilongjiang-EP_Coal_300_RC-ep-743,2010,300,1
Heilongjiang-EP_Coal_300_RC-ep-744,2010,300,1
Heilongjiang-EP_Coal_300_RC-ep-745,2006,300,1
Heilongjiang-EP_Coal_300_RC-ep-746,2006,300,1
Heilongjiang-EP_Coal_300_RC-ep-747,2006,300,1
Heilongjiang-EP_Coal_300_RC-ep-748,2006,300,1
Heilongjiang-EP_Coal_300_RC-ep-749,1999,300,1
Heilongjiang-EP_Coal_300_RC-ep-750,1998,300,1
Heilongjiang-EP_Coal_300_RC-ep-751,2011,300,1
Heilongjiang-EP_Coal_300_RC-ep-752,2010,300,1
Heilongjiang-EP_Coal_300_OT-ep-753,2008,300,1
Heilongjiang-EP_Coal_300_OT-ep-754,2008,300,1
Heilongjiang-EP_Coal_300_RC-ep-755,2011,300,1
Heilongjiang-EP_Coal_300_RC-ep-756,2011,300,1
Heilongjiang-Coal_Small_RC-ep-757,1990,233,1
Heilongjiang-Coal_100_RC-ep-759,1991,210,1
Heilongjiang-Coal_100_RC-ep-760,1990,210,1
Heilongjiang-Coal_100_RC-ep-761,1992,210,1
Heilongjiang-Coal_100_RC-ep-762,1991,210,1
Heilongjiang-Coal_100_OT-ep-763,1989,200,1
Heilongjiang-Coal_100_OT-ep-764,1988,200,1
Heilongjiang-Coal_100_OT-ep-765,1987,200,1
Heilongjiang-Coal_100_OT-ep-766,1984,200,1
Heilongjiang-Coal_100_OT-ep-767,1983,200,1
Heilongjiang-Coal_100_OT-ep-768,1982,200,1
Heilongjiang-Coal_100_RC-ep-769,2006,200,1
Heilongjiang-Coal_100_RC-ep-770,2006,200,1
Heilongjiang-Coal_100_RC-ep-771,1987,200,1
Heilongjiang-Coal_100_RC-ep-772,1986,200,1
Heilongjiang-Coal_100_OT-ep-773,1998,200,1
Heilongjiang-Coal_100_OT-ep-774,1997,200,1
Heilongjiang-Coal_Small_OT-ep-775,1990,187.5,1
Heilongjiang-Coal_100_RC-ep-776,2003,125,1
Heilongjiang-Coal_100_RC-ep-777,2003,125,1
Heilongjiang-Coal_100_RC-ep-779,1990,100,1
Heilongjiang-Coal_Small_OT-ep-780,1990,63,1
Heilongjiang-EP_Gas_CCGT_RC-ep-781,1987,52.9,1
Heilongjiang-EP_Gas_CCGT_RC-ep-782,1986,51.1,1
Heilongjiang-EP_Gas_CCGT_RC-ep-785,1990,18,1
Shanghai-EP_Coal_1000_SEA-ep-787,2010,1000,1
Shanghai-EP_Coal_1000_SEA-ep-788,2010,1000,1
Shanghai-EP_Coal_1000_OT-ep-789,2008,1000,1
Shanghai-EP_Coal_1000_OT-ep-790,2008,1000,1
Shanghai-EP_Coal_1000_OT-ep-791,2004,900,1
Shanghai-EP_Coal_1000_OT-ep-792,2004,900,1
Shanghai-EP_Coal_600_OT-ep-793,2009,660,1
Shanghai-EP_Coal_600_OT-ep-794,2009,660,1
Shanghai-EP_Coal_600_RC-ep-795,2001,600,1
Shanghai-EP_Coal_600_RC-ep-796,2000,600,1
Shanghai-EP_Coal_600_OT-ep-797,1992,600,1
Shanghai-EP_Coal_600_OT-ep-798,1992,600,1
Shanghai-EP_Gas_CCGT_RC-ep-799,2015,430,1
Shanghai-EP_Gas_CCGT_RC-ep-800,2015,430,1
Shanghai-EP_Gas_CCGT_SEA-ep-801,2012,407,1
Shanghai-EP_Gas_CCGT_SEA-ep-802,2011,407,1
Shanghai-EP_Gas_CCGT_RC-ep-803,2015,391.24,1
Shanghai-EP_Gas_CCGT_SEA-ep-804,2011,385,1
Shanghai-EP_Gas_CCGT_SEA-ep-805,2011,385,1
Shanghai-EP_Gas_CCGT_OT-ep-806,2006,385,1
Shanghai-EP_Gas_CCGT_OT-ep-807,2006,385,1
Shanghai-EP_Gas_CCGT_OT-ep-808,2006,385,1
Shanghai-EP_Coal_300_OT-ep-809,2008,350,1
Shanghai-EP_Coal_300_OT-ep-810,1999,350,1
Shanghai-EP_Coal_300_OT-ep-811,1983,350,1
Shanghai-EP_Coal_300_OT-ep-812,1982,350,1
Shanghai-EP_Gas_CCGT_SEA-ep-813,2005,329,1
Shanghai-EP_Gas_CCGT_SEA-ep-814,2005,329,1
Shanghai-EP_Coal_300_OT-ep-815,1989,325,1
Shanghai-EP_Coal_300_OT-ep-816,1989,325,1
Shanghai-EP_Coal_300_OT-ep-817,1988,325,1
Shanghai-EP_Coal_300_OT-ep-818,1987,325,1
Shanghai-EP_Coal_300_OT-ep-819,1997,320,1
Shanghai-EP_Coal_300_OT-ep-820,1996,320,1
Shanghai-EP_Coal_300_OT-ep-821,1995,320,1
Shanghai-EP_Coal_300_OT-ep-822,1995,320,1
Shanghai-EP_Coal_300_OT-ep-823,2010,300,1
Shanghai-EP_Coal_300_OT-ep-824,2010,300,1
Shanghai-EP_Coal_300_OT-ep-825,1992,300,1
Shanghai-EP_Coal_300_OT-ep-826,1991,300,1
Shanghai-Coal_Small_OT-ep-827,1990,286,1
Shanghai-Coal_Small_SEA-ep-828,1990,224,1
Shanghai-EP_Gas_CCGT_RC-ep-829,2006,180,1
Shanghai-EP_Gas_CCGT_RC-ep-830,2006,180,1
Shanghai-EP_Gas_CCGT_RC-ep-831,2006,180,1
Shanghai-EP_Gas_CCGT_RC-ep-832,2006,180,1
Shanghai-EP_Gas_CCGT_RC-ep-833,2015,120,1
Shanghai-Coal_Small_RC-ep-834,1990,104,1
Shanghai-Coal_100_SEA-ep-835,2008,100,1
Shanghai-Coal_100_SEA-ep-836,2002,100,1
Shanghai-EP_Gas_CCGT_RC-ep-837,2015,22,1
Shanghai-EP_Gas_CCGT_RC-ep-838,1990,11.2,1
Jiangsu-Coal_Small_RC-ep-839,1990,2915.5,1
Jiangsu-Coal_Small_RC-ep-840,1990,2583,1
Jiangsu-EP_Coal_1000_RC-ep-842,2012,1030,1
Jiangsu-EP_Coal_1000_OT-ep-843,2010,1030,1
Jiangsu-EP_Coal_1000_OT-ep-844,2009,1030,1
Jiangsu-EP_Coal_1000_RC-ep-845,2011,1000,1
Jiangsu-EP_Coal_1000_RC-ep-846,2011,1000,1
Jiangsu-EP_Coal_1000_RC-ep-847,2010,1000,1
Jiangsu-EP_Coal_1000_RC-ep-848,2010,1000,1
Jiangsu-EP_Coal_1000_OT-ep-849,2015,1000,1
Jiangsu-EP_Coal_1000_OT-ep-850,2008,1000,1
Jiangsu-EP_Coal_1000_OT-ep-851,2007,1000,1
Jiangsu-EP_Coal_1000_OT-ep-852,2014,1000,1
Jiangsu-EP_Coal_1000_OT-ep-853,2014,1000,1
Jiangsu-EP_Coal_1000_OT-ep-854,2013,1000,1
Jiangsu-EP_Coal_1000_OT-ep-855,2013,1000,1
Jiangsu-EP_Coal_1000_OT-ep-856,2012,1000,1
Jiangsu-EP_Coal_1000_OT-ep-857,2011,1000,1
Jiangsu-EP_Coal_1000_OT-ep-858,2013,1000,1
Jiangsu-EP_Coal_1000_OT-ep-859,2013,1000,1
Jiangsu-Coal_Small_RC-ep-860,1990,774,1
Jiangsu-EP_Coal_600_SEA-ep-861,2013,660,1
Jiangsu-EP_Coal_600_SEA-ep-862,2011,660,1
Jiangsu-EP_Coal_600_OT-ep-863,2011,660,1
Jiangsu-EP_Coal_600_OT-ep-864,2011,660,1
Jiangsu-EP_Coal_600_SEA-ep-865,2010,660,1
Jiangsu-EP_Coal_600_SEA-ep-866,2010,660,1
Jiangsu-EP_Coal_600_SEA-ep-867,2010,660,1
Jiangsu-EP_Coal_600_SEA-ep-868,2010,660,1
Jiangsu-EP_Coal_600_OT-ep-869,2010,660,1
Jiangsu-EP_Coal_600_OT-ep-870,2010,660,1
Jiangsu-EP_Coal_600_OT-ep-871,2014,660,1
Jiangsu-EP_Coal_600_OT-ep-872,2014,660,1
Jiangsu-EP_Coal_600_RC-ep-873,2011,660,1
Jiangsu-EP_Coal_600_RC-ep-874,2009,660,1
Jiangsu-EP_Coal_600_OT-ep-875,2005,650,1
Jiangsu-EP_Coal_600_OT-ep-876,2005,650,1
Jiangsu-EP_Coal_600_OT-ep-877,2005,650,1
Jiangsu-EP_Coal_600_OT-ep-878,2007,630,1
Jiangsu-EP_Coal_600_OT-ep-879,2006,630,1
Jiangsu-EP_Coal_600_OT-ep-880,2005,630,1
Jiangsu-EP_Coal_600_OT-ep-881,2005,630,1
Jiangsu-EP_Coal_600_OT-ep-882,1999,630,1
Jiangsu-EP_Coal_600_OT-ep-883,1998,630,1
Jiangsu-EP_Coal_600_OT-ep-884,2005,630,1
Jiangsu-EP_Coal_600_OT-ep-885,2006,630,1
Jiangsu-EP_Coal_600_OT-ep-886,2006,630,1
Jiangsu-EP_Coal_600_OT-ep-887,2006,630,1
Jiangsu-EP_Coal_600_OT-ep-888,2006,630,1
Jiangsu-EP_Coal_600_OT-ep-889,2006,630,1
Jiangsu-Coal_Small_RC-ep-890,1990,625,1
Jiangsu-EP_Coal_600_RC-ep-891,2008,600,1
Jiangsu-EP_Coal_600_RC-ep-892,2007,600,1
Jiangsu-EP_Coal_600_RC-ep-893,2012,600,1
Jiangsu-EP_Coal_600_RC-ep-894,2010,600,1
Jiangsu-EP_Coal_600_OT-ep-895,2006,600,1
Jiangsu-EP_Coal_600_OT-ep-896,2006,600,1
Jiangsu-EP_Coal_600_OT-ep-897,2008,600,1
Jiangsu-EP_Coal_600_OT-ep-898,2007,600,1
Jiangsu-EP_Coal_600_OT-ep-899,2006,600,1
Jiangsu-EP_Coal_600_OT-ep-900,2006,600,1
Jiangsu-EP_Gas_CCGT_RC-ep-901,2015,475,1
Jiangsu-EP_Gas_CCGT_RC-ep-902,2015,475,1
Jiangsu-EP_Gas_CCGT_RC-ep-903,2015,440,1
Jiangsu-EP_Gas_CCGT_RC-ep-904,2015,440,1
Jiangsu-Coal_Small_OT-ep-905,1990,413,1
Jiangsu-EP_Gas_CCGT_RC-ep-906,2007,390,1
Jiangsu-EP_Gas_CCGT_RC-ep-907,2006,390,1
Jiangsu-EP_Gas_CCGT_RC-ep-908,2005,390,1
Jiangsu-EP_Gas_CCGT_RC-ep-909,2005,390,1
Jiangsu-EP_Gas_CCGT_RC-ep-910,2006,390,1
Jiangsu-EP_Gas_CCGT_RC-ep-911,2005,390,1
Jiangsu-EP_Gas_CCGT_OT-ep-912,2005,390,1
Jiangsu-EP_Gas_CCGT_OT-ep-913,2005,390,1
Jiangsu-EP_Coal_300_OT-ep-914,1998,370,1
