GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro
Guizhou-Hydro_NonPumped-ep-30869,existing.30869,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,263.1,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-30883,existing.30883,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,1802.6,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-30922,existing.30922,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,328.8,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-30953,existing.30953,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,300,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-31001,existing.31001,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,467.1,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-31013,existing.31013,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,845.7,0,FALSE,.,0.3,FALSE
Guizhou-Hydro_NonPumped-ep-31018,existing.31018,Hydro_NonPumped,Water,Guizhou,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,635,0,FALSE,.,0.3,FALSE
Guizhou-Nuclear_SMR-13480,new.13480,Nuclear_SMR,Uranium,Guizhou,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.4,0.5,300,0.1112,0.0272,.,100,FALSE,.,1,FALSE
Guizhou-Residential_PV-229,new.229,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Residential_PV-230,new.230,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Residential_PV-231,new.231,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Residential_PV-232,new.232,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Residential_PV-233,new.233,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Residential_PV-341,new.341,Residential_PV,Solar,Guizhou,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Guizhou-Wind-1040,new.1040,Wind,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,13140,0,FALSE,.,0,FALSE
Guizhou-Wind-1046,new.1046,Wind,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,13140,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40083,existing.40083,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,922.6,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40110,existing.40110,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,383.5,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40136,existing.40136,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,977.9,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40166,existing.40166,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,900,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40194,existing.40194,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,389.8,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40222,existing.40222,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,73,0,FALSE,.,0,FALSE
Guizhou-Wind_EP-ep-40263,existing.40263,Wind_EP,Wind,Guizhou,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,42,0,FALSE,.,0,FALSE
Hainan-Battery_Storage-11200,new.11200,Battery_Storage,Storage,Hainan,15,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.0055,0.02,.,0,FALSE,0.767,0,FALSE
Hainan-Central_PV-434,new.434,Central_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,68333.33333,0,FALSE,.,0,FALSE
Hainan-Central_PV-435,new.435,Central_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,68333.33333,0,FALSE,.,0,FALSE
Hainan-Central_PV-558,new.558,Central_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,68333.33333,0,FALSE,.,0,FALSE
Hainan-Central_PV_EP-ep-50032,existing.50032,Central_PV_EP,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,68.7,0,FALSE,.,0,FALSE
Hainan-Central_PV_EP-ep-50060,existing.50060,Central_PV_EP,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,148.9,0,FALSE,.,0,FALSE
Hainan-Central_PV_EP-ep-50121,existing.50121,Central_PV_EP,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,180.4,0,FALSE,.,0,FALSE
Hainan-Central_PV_EP-ep-50177,existing.50177,Central_PV_EP,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,20,0,FALSE,.,0,FALSE
Hainan-Coal_1000_RC-12641,new.12641,Coal_1000_RC,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Hainan-Coal_1000_SEA-12651,new.12651,Coal_1000_SEA,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Hainan-Coal_100_SEA-ep-2060,existing.2060,Coal_100_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.15,0.05,150,100,FALSE,.,0.4,FALSE
Hainan-Coal_100_SEA-ep-2061,existing.2061,Coal_100_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.15,0.05,138,100,FALSE,.,0.4,FALSE
Hainan-Coal_100_SEA-ep-2062,existing.2062,Coal_100_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.15,0.05,138,100,FALSE,.,0.4,FALSE
Hainan-Coal_100_SEA-ep-2063,existing.2063,Coal_100_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.15,0.05,120,100,FALSE,.,0.4,FALSE
Hainan-Coal_100_SEA-ep-2064,existing.2064,Coal_100_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.15,0.05,120,100,FALSE,.,0.4,FALSE
Hainan-Coal_300_RC-12645,new.12645,Coal_300_RC,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.92,5,300,0.37,0.05,.,300,FALSE,.,0.4,FALSE
Hainan-Coal_300_SEA-12655,new.12655,Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.92,5,300,0.37,0.05,.,300,FALSE,.,0.4,FALSE
Hainan-Coal_600_RC-12643,new.12643,Coal_600_RC,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Hainan-Coal_600_SEA-12653,new.12653,Coal_600_SEA,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Hainan-Coal_IGCC_RC-12647,new.12647,Coal_IGCC_RC,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Hainan-Coal_Small_SEA-ep-2058,existing.2058,Coal_Small_SEA,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.66,3,0,0.15,0.05,180,25,FALSE,.,0.4,FALSE
Hainan-Commercial_PV-158,new.158,Commercial_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,166.6666667,0,FALSE,.,0,FALSE
Hainan-Commercial_PV-34,new.34,Commercial_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,166.6666667,0,FALSE,.,0,FALSE
Hainan-Commercial_PV-35,new.35,Commercial_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,166.6666667,0,FALSE,.,0,FALSE
Hainan-EP_Coal_300_SEA-ep-2048,existing.2048,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2049,existing.2049,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2050,existing.2050,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2051,existing.2051,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2052,existing.2052,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2053,existing.2053,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2054,existing.2054,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Hainan-EP_Coal_300_SEA-ep-2055,existing.2055,EP_Coal_300_SEA,Coal,Hainan,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Hainan-EP_Gas_CCGT_RC-ep-2059,existing.2059,EP_Gas_CCGT_RC,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,160.9,150,TRUE,.,0.45,FALSE
Hainan-EP_Gas_CCGT_SEA-ep-2056,existing.2056,EP_Gas_CCGT_SEA,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,221.6,150,TRUE,.,0.45,FALSE
Hainan-EP_Gas_CCGT_SEA-ep-2057,existing.2057,EP_Gas_CCGT_SEA,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,221.6,150,TRUE,.,0.45,FALSE
Hainan-Gas_CCGT_RC-12649,new.12649,Gas_CCGT_RC,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Hainan-Gas_CCGT_SEA-12657,new.12657,Gas_CCGT_SEA,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.47,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Hainan-Gas_Combustion_Turbine_RC-13498,new.13498,Gas_Combustion_Turbine_RC,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,9.76,2,300,0.0318,0.0413,.,0,FALSE,.,0.4,FALSE
Hainan-Hydro_NonPumped-ep-30010,existing.30010,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,13.12,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30041,existing.30041,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,8.39,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30072,existing.30072,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,9.78,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30103,existing.30103,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,11.73,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30134,existing.30134,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,6.68,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30165,existing.30165,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,9.12,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30196,existing.30196,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,21.59,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30227,existing.30227,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,20.45,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30258,existing.30258,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,15.32,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30289,existing.30289,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,11.98,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30320,existing.30320,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,14.91,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30351,existing.30351,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,22.81,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30382,existing.30382,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,31.85,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30413,existing.30413,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,36.41,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30444,existing.30444,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,25.42,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30475,existing.30475,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,27.7,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30506,existing.30506,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,33.81,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30537,existing.30537,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,43.42,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30565,existing.30565,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,5,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30588,existing.30588,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,5,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30681,existing.30681,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,10,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30701,existing.30701,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,2.59,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30703,existing.30703,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,4.03,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30705,existing.30705,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,3.38,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30710,existing.30710,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,50,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30712,existing.30712,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,24.6,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30720,existing.30720,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,234.5,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30721,existing.30721,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,10,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30776,existing.30776,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,20,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30819,existing.30819,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,290,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30884,existing.30884,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,8,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-30923,existing.30923,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,285,0,FALSE,.,0.3,FALSE
Hainan-Hydro_NonPumped-ep-31002,existing.31002,Hydro_NonPumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,78.9,0,FALSE,.,0.3,FALSE
Hainan-Hydro_Pumped-ep-35048,existing.35048,Hydro_Pumped,Water,Hainan,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,400,0,FALSE,0.74,0.4,TRUE
Hainan-Nuclear_EP_SEA-ep-60039,existing.60039,Nuclear_EP_SEA,Uranium,Hainan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.132,3,0,0.1112,0.0272,611,0,FALSE,.,1,FALSE
Hainan-Nuclear_SEA-13499,new.13499,Nuclear_SEA,Uranium,Hainan,60,FALSE,FALSE,TRUE,FALSE,FALSE,10.4,0.5,300,0.1112,0.0272,.,1000,FALSE,.,1,FALSE
Hainan-Nuclear_SMR-13497,new.13497,Nuclear_SMR,Uranium,Hainan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.4,0.5,300,0.1112,0.0272,.,100,FALSE,.,1,FALSE
Hainan-Offshore_Wind-13492,new.13492,Offshore_Wind,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0262,0.02,10360,0,FALSE,.,0,FALSE
Hainan-Residential_PV-234,new.234,Residential_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Hainan-Residential_PV-235,new.235,Residential_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Hainan-Residential_PV-358,new.358,Residential_PV,Solar,Hainan,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,233.3333333,0,FALSE,.,0,FALSE
Hainan-Wind-1001,new.1001,Wind,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1680,0,FALSE,.,0,FALSE
Hainan-Wind-1002,new.1002,Wind,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1680,0,FALSE,.,0,FALSE
Hainan-Wind-1003,new.1003,Wind,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1680,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40005,existing.40005,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,3.8,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40011,existing.40011,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,10,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40048,existing.40048,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,50,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40084,existing.40084,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,48,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40137,existing.40137,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,8,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40244,existing.40244,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,150,0,FALSE,.,0,FALSE
Hainan-Wind_EP-ep-40264,existing.40264,Wind_EP,Wind,Hainan,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,44.7,0,FALSE,.,0,FALSE
Hebei-Battery_Storage-11183,new.11183,Battery_Storage,Storage,Hebei,15,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.0055,0.02,.,0,FALSE,0.767,0,FALSE
Hebei-Central_PV-436,new.436,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-437,new.437,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-438,new.438,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-439,new.439,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-440,new.440,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-506,new.506,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV-559,new.559,Central_PV,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,69000,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50002,existing.50002,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,4255.3,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50033,existing.50033,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,71,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50061,existing.50061,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1154.7,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50091,existing.50091,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,993,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50122,existing.50122,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,2208.6,0,FALSE,.,0,FALSE
Hebei-Central_PV_EP-ep-50178,existing.50178,Central_PV_EP,Solar,Hebei,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,130.5,0,FALSE,.,0,FALSE
Hebei-Coal_1000_DRY-11293,new.11293,Coal_1000_DRY,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Hebei-Coal_1000_DRY-11309,new.11309,Coal_1000_DRY,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Hebei-Coal_1000_OT-11315,new.11315,Coal_1000_OT,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
