GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
West_Inner_Mongolia-Coal_100_RC-ep-518,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-518,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-519,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-519,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-522,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-522,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-523,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-523,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-524,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-524,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-525,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-525,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-526,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-526,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-527,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-527,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-530,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-530,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-531,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-531,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-541,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-541,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-542,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-542,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-543,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-543,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-544,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-544,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-553,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-553,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-554,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-554,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-562,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-562,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-563,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-563,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-565,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-565,1.0,9.06
West_Inner_Mongolia-Coal_100_RC-ep-566,0.4,9.7395
West_Inner_Mongolia-Coal_100_RC-ep-566,1.0,9.06
West_Inner_Mongolia-Coal_300_DRY-11501,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11501,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11517,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11517,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11533,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11533,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11549,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11549,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11565,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11565,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11581,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11581,1.0,9.37
West_Inner_Mongolia-Coal_300_DRY-11597,0.4,10.07275
West_Inner_Mongolia-Coal_300_DRY-11597,1.0,9.37
West_Inner_Mongolia-Coal_300_RC-11491,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11491,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11507,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11507,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11523,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11523,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11539,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11539,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11555,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11555,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11571,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11571,1.0,8.92
West_Inner_Mongolia-Coal_300_RC-11587,0.4,9.589
West_Inner_Mongolia-Coal_300_RC-11587,1.0,8.92
West_Inner_Mongolia-Coal_600_DRY-11499,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11499,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11515,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11515,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11531,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11531,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11547,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11547,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11563,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11563,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11579,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11579,1.0,8.94
West_Inner_Mongolia-Coal_600_DRY-11595,0.4,9.6105
West_Inner_Mongolia-Coal_600_DRY-11595,1.0,8.94
West_Inner_Mongolia-Coal_600_RC-11489,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11489,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11505,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11505,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11521,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11521,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11537,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11537,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11553,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11553,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11569,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11569,1.0,8.45
West_Inner_Mongolia-Coal_600_RC-11585,0.4,9.08375
West_Inner_Mongolia-Coal_600_RC-11585,1.0,8.45
West_Inner_Mongolia-Coal_IGCC_RC-11493,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11493,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11509,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11509,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11525,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11525,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11541,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11541,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11557,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11557,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11573,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11573,1.0,8.89
West_Inner_Mongolia-Coal_IGCC_RC-11589,0.4,12.75715
West_Inner_Mongolia-Coal_IGCC_RC-11589,1.0,8.89
West_Inner_Mongolia-Coal_Small_DRY-ep-493,0.4,10.8145
West_Inner_Mongolia-Coal_Small_DRY-ep-493,1.0,10.06
West_Inner_Mongolia-Coal_Small_DRY-ep-555,0.4,10.8145
West_Inner_Mongolia-Coal_Small_DRY-ep-555,1.0,10.06
West_Inner_Mongolia-Coal_Small_DRY-ep-557,0.4,10.8145
West_Inner_Mongolia-Coal_Small_DRY-ep-557,1.0,10.06
West_Inner_Mongolia-Coal_Small_DRY-ep-569,0.4,10.8145
West_Inner_Mongolia-Coal_Small_DRY-ep-569,1.0,10.06
West_Inner_Mongolia-Coal_Small_RC-ep-353,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-353,1.0,9.68
West_Inner_Mongolia-Coal_Small_RC-ep-482,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-482,1.0,9.68
West_Inner_Mongolia-Coal_Small_RC-ep-515,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-515,1.0,9.68
West_Inner_Mongolia-Coal_Small_RC-ep-534,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-534,1.0,9.68
West_Inner_Mongolia-Coal_Small_RC-ep-556,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-556,1.0,9.68
West_Inner_Mongolia-Coal_Small_RC-ep-568,0.4,10.406
West_Inner_Mongolia-Coal_Small_RC-ep-568,1.0,9.68
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3028,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3028,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3029,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3029,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3030,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3030,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3031,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3031,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3032,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3032,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3033,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3033,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3034,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3034,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3035,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3035,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3036,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3036,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3037,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3037,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3038,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3038,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3039,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3039,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3042,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3042,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3043,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3043,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3044,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3044,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3045,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3045,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-403,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-403,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-404,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-404,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-405,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-405,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-406,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-406,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-409,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-409,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-410,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-410,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-411,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-411,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-412,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-412,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-413,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-413,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-414,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-414,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-415,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-415,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-416,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-416,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-417,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-417,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-420,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-420,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-434,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-434,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-435,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-435,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-436,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-436,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-437,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-437,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-438,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-438,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-439,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-439,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-444,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-444,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-445,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-445,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-448,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-448,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-449,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-449,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-458,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-458,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-459,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-459,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-460,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-460,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-461,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-461,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-462,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-462,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-463,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-463,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-464,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-464,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-465,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-465,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-466,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-466,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-467,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-467,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-468,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-468,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-469,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-469,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-470,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-470,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-471,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-471,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-472,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-472,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-473,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-473,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-476,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-476,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-477,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-477,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-478,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-478,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-479,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-479,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-480,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-480,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_DRY-ep-481,0.4,9.46
West_Inner_Mongolia-EP_Coal_300_DRY-ep-481,1.0,8.8
West_Inner_Mongolia-EP_Coal_300_RC-ep-3046,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-3046,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-3047,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-3047,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-407,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-407,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-408,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-408,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-419,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-419,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-421,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-421,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-422,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-422,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-423,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-423,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-424,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-424,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-425,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-425,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-426,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-426,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-427,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-427,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-428,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-428,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-429,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-429,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-430,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-430,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-431,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-431,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-432,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-432,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-433,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-433,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-440,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-440,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-441,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-441,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-442,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-442,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-443,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-443,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-450,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-450,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-451,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-451,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-452,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-452,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-453,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-453,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-454,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-454,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-455,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-455,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-456,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-456,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-457,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-457,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-474,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-474,1.0,8.53
West_Inner_Mongolia-EP_Coal_300_RC-ep-475,0.4,9.16975
West_Inner_Mongolia-EP_Coal_300_RC-ep-475,1.0,8.53
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3048,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3048,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3049,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3049,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3050,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3050,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3051,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3051,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3052,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3052,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3053,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3053,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3054,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3054,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3055,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3055,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3056,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3056,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3057,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3057,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-354,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-354,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-355,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-355,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-356,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-356,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-357,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-357,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-358,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-358,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-359,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-359,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-373,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-373,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-374,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-374,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-376,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-376,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-377,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-377,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-378,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-378,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-379,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-379,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-380,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-380,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-381,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-381,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-384,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-384,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-385,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-385,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-390,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-390,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-391,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-391,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-392,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-392,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-393,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-393,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-394,0.4,8.8795
