gen_cost_scenario_id,technology_id,technology,year,overnight_cost,fixed_o_m,variable_o_m
28,802,Gas_CCGT_RC,2044,640000,6400,2.00
28,803,Gas_CCGT_SEA,2044,640000,6400,2.00
28,801,Gas_CCGT_OT,2044,640000,6400,2.00
28,802,Gas_CCGT_RC,2043,640000,6400,2.00
28,803,Gas_CCGT_SEA,2043,640000,6400,2.00
28,801,Gas_CCGT_OT,2043,640000,6400,2.00
28,802,Gas_CCGT_RC,2042,640000,6400,2.00
28,803,Gas_CCGT_SEA,2042,640000,6400,2.00
28,801,Gas_CCGT_OT,2042,640000,6400,2.00
28,802,Gas_CCGT_RC,2041,640000,6400,2.00
28,803,Gas_CCGT_SEA,2041,640000,6400,2.00
28,801,Gas_CCGT_OT,2041,640000,6400,2.00
28,803,Gas_CCGT_SEA,2020,640000,6400,2.00
28,802,Gas_CCGT_RC,2020,640000,6400,2.00
28,801,Gas_CCGT_OT,2020,640000,6400,2.00
28,803,Gas_CCGT_SEA,2030,640000,6400,2.00
28,802,Gas_CCGT_RC,2030,640000,6400,2.00
28,801,Gas_CCGT_OT,2030,640000,6400,2.00
28,802,Gas_CCGT_RC,2040,640000,6400,2.00
28,803,Gas_CCGT_SEA,2040,640000,6400,2.00
28,801,Gas_CCGT_OT,2040,640000,6400,2.00
28,305,Coal_300_OT_CCS,2030,699694,6997,5.00
28,902,Nuclear_RC,2060,1800000,18000,0.50
28,901,Nuclear_SEA,2060,1800000,18000,0.50
28,902,Nuclear_RC,2059,1800000,18000,0.50
28,901,Nuclear_SEA,2059,1800000,18000,0.50
28,902,Nuclear_RC,2058,1800000,18000,0.50
28,901,Nuclear_SEA,2058,1800000,18000,0.50
28,902,Nuclear_RC,2057,1800000,18000,0.50
28,901,Nuclear_SEA,2057,1800000,18000,0.50
28,902,Nuclear_RC,2056,1800000,18000,0.50
28,901,Nuclear_SEA,2056,1800000,18000,0.50
28,902,Nuclear_RC,2055,1800000,18000,0.50
28,901,Nuclear_SEA,2055,1800000,18000,0.50
28,902,Nuclear_RC,2054,1800000,18000,0.50
28,901,Nuclear_SEA,2054,1800000,18000,0.50
28,902,Nuclear_RC,2053,1800000,18000,0.50
28,901,Nuclear_SEA,2053,1800000,18000,0.50
28,902,Nuclear_RC,2052,1800000,18000,0.50
28,901,Nuclear_SEA,2052,1800000,18000,0.50
28,902,Nuclear_RC,2051,1800000,18000,0.50
28,901,Nuclear_SEA,2051,1800000,18000,0.50
28,902,Nuclear_RC,2050,1800000,18000,0.50
28,901,Nuclear_SEA,2050,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2055,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2054,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2053,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2052,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2051,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2050,1800000,18000,0.50
28,306,Coal_300_RC_CCS,2030,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2030,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2030,667011,6670,5.00
28,205,Coal_600_OT_CCS,2030,645926,6459,5.00
28,206,Coal_600_RC_CCS,2030,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2030,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2031,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2031,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2031,652950,6530,5.00
28,601,Coal_IGCC_RC,2029,1500000,15000,5.00
28,601,Coal_IGCC_RC,2028,1500000,15000,5.00
28,601,Coal_IGCC_RC,2027,1500000,15000,5.00
28,601,Coal_IGCC_RC,2026,1500000,15000,5.00
28,601,Coal_IGCC_RC,2025,1500000,15000,5.00
28,601,Coal_IGCC_RC,2024,1500000,15000,5.00
28,601,Coal_IGCC_RC,2023,1500000,15000,5.00
28,601,Coal_IGCC_RC,2022,1500000,15000,5.00
28,601,Coal_IGCC_RC,2021,1500000,15000,5.00
28,305,Coal_300_OT_CCS,2031,699694,6997,5.00
28,306,Coal_300_RC_CCS,2031,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2031,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2031,667011,6670,5.00
28,205,Coal_600_OT_CCS,2031,645926,6459,5.00
28,206,Coal_600_RC_CCS,2031,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2031,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2032,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2032,620447,6204,5.00
28,902,Nuclear_RC,2029,1800000,18000,0.50
28,901,Nuclear_SEA,2029,1800000,18000,0.50
28,902,Nuclear_RC,2028,1800000,18000,0.50
28,901,Nuclear_SEA,2028,1800000,18000,0.50
28,902,Nuclear_RC,2027,1800000,18000,0.50
28,901,Nuclear_SEA,2027,1800000,18000,0.50
28,902,Nuclear_RC,2026,1800000,18000,0.50
28,901,Nuclear_SEA,2026,1800000,18000,0.50
28,902,Nuclear_RC,2025,1800000,18000,0.50
28,901,Nuclear_SEA,2025,1800000,18000,0.50
28,902,Nuclear_RC,2024,1800000,18000,0.50
28,901,Nuclear_SEA,2024,1800000,18000,0.50
28,902,Nuclear_RC,2023,1800000,18000,0.50
28,901,Nuclear_SEA,2023,1800000,18000,0.50
28,902,Nuclear_RC,2022,1800000,18000,0.50
28,901,Nuclear_SEA,2022,1800000,18000,0.50
28,902,Nuclear_RC,2021,1800000,18000,0.50
28,901,Nuclear_SEA,2021,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2029,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2028,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2027,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2026,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2025,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2024,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2023,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2022,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2021,1800000,18000,0.50
28,601,Coal_IGCC_RC,2039,1500000,15000,5.00
28,601,Coal_IGCC_RC,2038,1500000,15000,5.00
28,601,Coal_IGCC_RC,2037,1500000,15000,5.00
28,601,Coal_IGCC_RC,2036,1500000,15000,5.00
28,601,Coal_IGCC_RC,2035,1500000,15000,5.00
28,601,Coal_IGCC_RC,2034,1500000,15000,5.00
28,601,Coal_IGCC_RC,2033,1500000,15000,5.00
28,601,Coal_IGCC_RC,2032,1500000,15000,5.00
28,601,Coal_IGCC_RC,2031,1500000,15000,5.00
28,108,Coal_1000_SEA_CCS,2032,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2032,770507,7705,5.00
28,305,Coal_300_OT_CCS,2032,699694,6997,5.00
28,306,Coal_300_RC_CCS,2032,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2032,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2032,667011,6670,5.00
28,205,Coal_600_OT_CCS,2032,645926,6459,5.00
28,206,Coal_600_RC_CCS,2032,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2032,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2033,662091,6621,5.00
28,902,Nuclear_RC,2038,1800000,18000,0.50
28,901,Nuclear_SEA,2038,1800000,18000,0.50
28,902,Nuclear_RC,2037,1800000,18000,0.50
28,901,Nuclear_SEA,2037,1800000,18000,0.50
28,902,Nuclear_RC,2036,1800000,18000,0.50
28,901,Nuclear_SEA,2036,1800000,18000,0.50
28,902,Nuclear_RC,2035,1800000,18000,0.50
28,901,Nuclear_SEA,2035,1800000,18000,0.50
28,902,Nuclear_RC,2034,1800000,18000,0.50
28,901,Nuclear_SEA,2034,1800000,18000,0.50
28,902,Nuclear_RC,2033,1800000,18000,0.50
28,901,Nuclear_SEA,2033,1800000,18000,0.50
28,902,Nuclear_RC,2032,1800000,18000,0.50
28,901,Nuclear_SEA,2032,1800000,18000,0.50
28,902,Nuclear_RC,2031,1800000,18000,0.50
28,901,Nuclear_SEA,2031,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2039,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2038,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2037,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2036,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2035,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2034,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2033,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2032,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2031,1800000,18000,0.50
28,601,Coal_IGCC_RC,2049,1500000,15000,5.00
28,601,Coal_IGCC_RC,2048,1500000,15000,5.00
28,601,Coal_IGCC_RC,2047,1500000,15000,5.00
28,601,Coal_IGCC_RC,2046,1500000,15000,5.00
28,601,Coal_IGCC_RC,2045,1500000,15000,5.00
28,601,Coal_IGCC_RC,2044,1500000,15000,5.00
28,601,Coal_IGCC_RC,2043,1500000,15000,5.00
28,601,Coal_IGCC_RC,2042,1500000,15000,5.00
28,601,Coal_IGCC_RC,2041,1500000,15000,5.00
28,105,Coal_1000_OT_CCS,2033,620447,6204,5.00
28,307,Coal_300_DRY_CCS,2033,770507,7705,5.00
28,305,Coal_300_OT_CCS,2033,699694,6997,5.00
28,306,Coal_300_RC_CCS,2033,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2033,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2033,667011,6670,5.00
28,205,Coal_600_OT_CCS,2033,645926,6459,5.00
28,206,Coal_600_RC_CCS,2033,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2033,657870,6579,5.00
28,902,Nuclear_RC,2049,1800000,18000,0.50
28,901,Nuclear_SEA,2049,1800000,18000,0.50
28,902,Nuclear_RC,2048,1800000,18000,0.50
28,901,Nuclear_SEA,2048,1800000,18000,0.50
28,902,Nuclear_RC,2047,1800000,18000,0.50
28,901,Nuclear_SEA,2047,1800000,18000,0.50
28,902,Nuclear_RC,2046,1800000,18000,0.50
28,901,Nuclear_SEA,2046,1800000,18000,0.50
28,902,Nuclear_RC,2045,1800000,18000,0.50
28,107,Coal_1000_DRY_CCS,2034,662091,6621,5.00
28,901,Nuclear_SEA,2045,1800000,18000,0.50
28,902,Nuclear_RC,2044,1800000,18000,0.50
28,901,Nuclear_SEA,2044,1800000,18000,0.50
28,902,Nuclear_RC,2043,1800000,18000,0.50
28,901,Nuclear_SEA,2043,1800000,18000,0.50
28,902,Nuclear_RC,2042,1800000,18000,0.50
28,901,Nuclear_SEA,2042,1800000,18000,0.50
28,902,Nuclear_RC,2041,1800000,18000,0.50
28,901,Nuclear_SEA,2041,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2041,1800000,18000,0.50
28,601,Coal_IGCC_RC,2020,1500000,15000,5.00
28,902,Nuclear_RC,2020,1800000,18000,0.50
28,901,Nuclear_SEA,2020,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2020,1800000,18000,0.50
28,601,Coal_IGCC_RC,2030,1500000,15000,5.00
28,902,Nuclear_RC,2030,1800000,18000,0.50
28,901,Nuclear_SEA,2030,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2030,1800000,18000,0.50
28,601,Coal_IGCC_RC,2040,1500000,15000,5.00
28,902,Nuclear_RC,2040,1800000,18000,0.50
28,901,Nuclear_SEA,2040,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2040,1800000,18000,0.50
28,902,Nuclear_RC,2039,1800000,18000,0.50
28,901,Nuclear_SEA,2039,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2049,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2048,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2047,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2046,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2045,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2044,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2043,1800000,18000,0.50
28,903,Nuclear_EP_SEA,2056,1800000,18000,0.50
28,10,Biomass_IGCC,2060,2000000,20000,3.00
28,11,Biomass_IGCC_CCS,2020,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2021,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2022,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2023,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2024,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2025,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2026,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2027,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2028,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2029,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2030,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2031,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2032,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2033,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2034,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2035,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2036,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2037,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2038,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2039,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2040,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2041,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2042,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2043,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2044,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2045,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2046,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2047,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2048,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2049,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2050,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2051,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2052,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2053,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2054,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2055,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2056,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2057,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2058,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2059,3000000,30000,3.00
28,11,Biomass_IGCC_CCS,2060,3000000,30000,3.00
28,12,Bio_Gas,2020,1640000,16400,2.00
28,12,Bio_Gas,2021,1640000,16400,2.00
28,12,Bio_Gas,2022,1640000,16400,2.00
28,12,Bio_Gas,2023,1640000,16400,2.00
28,12,Bio_Gas,2024,1640000,16400,2.00
28,12,Bio_Gas,2025,1640000,16400,2.00
28,12,Bio_Gas,2026,1640000,16400,2.00
28,12,Bio_Gas,2027,1640000,16400,2.00
28,12,Bio_Gas,2028,1640000,16400,2.00
28,12,Bio_Gas,2029,1640000,16400,2.00
28,12,Bio_Gas,2030,1640000,16400,2.00
28,12,Bio_Gas,2031,1640000,16400,2.00
28,12,Bio_Gas,2032,1640000,16400,2.00
28,12,Bio_Gas,2033,1640000,16400,2.00
28,12,Bio_Gas,2034,1640000,16400,2.00
28,12,Bio_Gas,2035,1640000,16400,2.00
28,12,Bio_Gas,2036,1640000,16400,2.00
28,12,Bio_Gas,2037,1640000,16400,2.00
28,12,Bio_Gas,2038,1640000,16400,2.00
28,12,Bio_Gas,2039,1640000,16400,2.00
28,12,Bio_Gas,2040,1640000,16400,2.00
28,12,Bio_Gas,2041,1640000,16400,2.00
28,12,Bio_Gas,2042,1640000,16400,2.00
28,12,Bio_Gas,2043,1640000,16400,2.00
28,12,Bio_Gas,2044,1640000,16400,2.00
28,12,Bio_Gas,2045,1640000,16400,2.00
28,12,Bio_Gas,2046,1640000,16400,2.00
28,12,Bio_Gas,2047,1640000,16400,2.00
28,12,Bio_Gas,2048,1640000,16400,2.00
28,12,Bio_Gas,2049,1640000,16400,2.00
28,12,Bio_Gas,2050,1640000,16400,2.00
28,12,Bio_Gas,2051,1640000,16400,2.00
28,12,Bio_Gas,2052,1640000,16400,2.00
28,12,Bio_Gas,2053,1640000,16400,2.00
28,12,Bio_Gas,2054,1640000,16400,2.00
28,12,Bio_Gas,2055,1640000,16400,2.00
28,12,Bio_Gas,2056,1640000,16400,2.00
28,12,Bio_Gas,2057,1640000,16400,2.00
28,12,Bio_Gas,2058,1640000,16400,2.00
28,12,Bio_Gas,2059,1640000,16400,2.00
28,12,Bio_Gas,2060,1640000,16400,2.00
28,14,Geothermal,2020,2500000,25000,0.00
28,14,Geothermal,2021,2500000,25000,0.00
28,14,Geothermal,2022,2500000,25000,0.00
28,14,Geothermal,2023,2500000,25000,0.00
28,14,Geothermal,2024,2500000,25000,0.00
28,14,Geothermal,2025,2500000,25000,0.00
28,14,Geothermal,2026,2500000,25000,0.00
28,14,Geothermal,2027,2500000,25000,0.00
28,14,Geothermal,2028,2500000,25000,0.00
28,14,Geothermal,2029,2500000,25000,0.00
28,14,Geothermal,2030,2500000,25000,0.00
28,14,Geothermal,2031,2500000,25000,0.00
28,14,Geothermal,2032,2500000,25000,0.00
28,14,Geothermal,2033,2500000,25000,0.00
28,14,Geothermal,2034,2500000,25000,0.00
28,14,Geothermal,2035,2500000,25000,0.00
28,14,Geothermal,2036,2500000,25000,0.00
28,14,Geothermal,2037,2500000,25000,0.00
28,14,Geothermal,2038,2500000,25000,0.00
28,14,Geothermal,2039,2500000,25000,0.00
28,14,Geothermal,2040,2500000,25000,0.00
28,14,Geothermal,2041,2500000,25000,0.00
28,14,Geothermal,2042,2500000,25000,0.00
28,14,Geothermal,2043,2500000,25000,0.00
28,14,Geothermal,2044,2500000,25000,0.00
28,14,Geothermal,2045,2500000,25000,0.00
28,14,Geothermal,2046,2500000,25000,0.00
28,14,Geothermal,2047,2500000,25000,0.00
28,14,Geothermal,2048,2500000,25000,0.00
28,14,Geothermal,2049,2500000,25000,0.00
28,14,Geothermal,2050,2500000,25000,0.00
28,14,Geothermal,2051,2500000,25000,0.00
28,14,Geothermal,2052,2500000,25000,0.00
28,14,Geothermal,2053,2500000,25000,0.00
28,14,Geothermal,2054,2500000,25000,0.00
28,14,Geothermal,2055,2500000,25000,0.00
28,14,Geothermal,2056,2500000,25000,0.00
28,14,Geothermal,2057,2500000,25000,0.00
28,14,Geothermal,2058,2500000,25000,0.00
28,14,Geothermal,2059,2500000,25000,0.00
28,14,Geothermal,2060,2500000,25000,0.00
28,22,Hydro_NonPumped,2020,1337714,13377,0.00
28,22,Hydro_NonPumped,2021,1337714,13377,0.00
28,22,Hydro_NonPumped,2022,1337714,13377,0.00
28,22,Hydro_NonPumped,2023,1337714,13377,0.00
28,22,Hydro_NonPumped,2024,1337714,13377,0.00
28,22,Hydro_NonPumped,2025,1337714,13377,0.00
28,22,Hydro_NonPumped,2026,1337714,13377,0.00
28,22,Hydro_NonPumped,2027,1337714,13377,0.00
28,22,Hydro_NonPumped,2028,1337714,13377,0.00
28,22,Hydro_NonPumped,2029,1337714,13377,0.00
28,22,Hydro_NonPumped,2030,1337714,13377,0.00
28,22,Hydro_NonPumped,2031,1337714,13377,0.00
28,22,Hydro_NonPumped,2032,1337714,13377,0.00
28,22,Hydro_NonPumped,2033,1337714,13377,0.00
28,22,Hydro_NonPumped,2034,1337714,13377,0.00
28,22,Hydro_NonPumped,2035,1337714,13377,0.00
28,22,Hydro_NonPumped,2036,1337714,13377,0.00
28,22,Hydro_NonPumped,2037,1337714,13377,0.00
28,22,Hydro_NonPumped,2038,1337714,13377,0.00
28,22,Hydro_NonPumped,2039,1337714,13377,0.00
28,22,Hydro_NonPumped,2040,1337714,13377,0.00
28,22,Hydro_NonPumped,2041,1337714,13377,0.00
28,22,Hydro_NonPumped,2042,1337714,13377,0.00
28,22,Hydro_NonPumped,2043,1337714,13377,0.00
28,22,Hydro_NonPumped,2044,1337714,13377,0.00
28,22,Hydro_NonPumped,2045,1337714,13377,0.00
28,22,Hydro_NonPumped,2046,1337714,13377,0.00
28,22,Hydro_NonPumped,2047,1337714,13377,0.00
28,22,Hydro_NonPumped,2048,1337714,13377,0.00
28,22,Hydro_NonPumped,2049,1337714,13377,0.00
28,22,Hydro_NonPumped,2050,1337714,13377,0.00
28,22,Hydro_NonPumped,2051,1337714,13377,0.00
28,22,Hydro_NonPumped,2052,1337714,13377,0.00
28,22,Hydro_NonPumped,2053,1337714,13377,0.00
28,22,Hydro_NonPumped,2054,1337714,13377,0.00
28,22,Hydro_NonPumped,2055,1337714,13377,0.00
28,22,Hydro_NonPumped,2056,1337714,13377,0.00
28,22,Hydro_NonPumped,2057,1337714,13377,0.00
28,22,Hydro_NonPumped,2058,1337714,13377,0.00
28,22,Hydro_NonPumped,2059,1337714,13377,0.00
28,22,Hydro_NonPumped,2060,1337714,13377,0.00
28,23,Hydro_Pumped,2020,555000,5550,0.00
28,23,Hydro_Pumped,2021,555000,5550,0.00
28,23,Hydro_Pumped,2022,555000,5550,0.00
28,23,Hydro_Pumped,2023,555000,5550,0.00
28,23,Hydro_Pumped,2024,555000,5550,0.00
28,23,Hydro_Pumped,2025,555000,5550,0.00
28,23,Hydro_Pumped,2026,555000,5550,0.00
28,23,Hydro_Pumped,2027,555000,5550,0.00
28,23,Hydro_Pumped,2028,555000,5550,0.00
28,23,Hydro_Pumped,2029,555000,5550,0.00
28,23,Hydro_Pumped,2030,555000,5550,0.00
28,23,Hydro_Pumped,2031,555000,5550,0.00
28,23,Hydro_Pumped,2032,555000,5550,0.00
28,23,Hydro_Pumped,2033,555000,5550,0.00
28,23,Hydro_Pumped,2034,555000,5550,0.00
28,23,Hydro_Pumped,2035,555000,5550,0.00
28,23,Hydro_Pumped,2036,555000,5550,0.00
28,23,Hydro_Pumped,2037,555000,5550,0.00
28,23,Hydro_Pumped,2038,555000,5550,0.00
28,23,Hydro_Pumped,2039,555000,5550,0.00
28,23,Hydro_Pumped,2040,555000,5550,0.00
28,23,Hydro_Pumped,2041,555000,5550,0.00
28,23,Hydro_Pumped,2042,555000,5550,0.00
28,23,Hydro_Pumped,2043,555000,5550,0.00
28,23,Hydro_Pumped,2044,555000,5550,0.00
28,23,Hydro_Pumped,2045,555000,5550,0.00
28,23,Hydro_Pumped,2046,555000,5550,0.00
28,23,Hydro_Pumped,2047,555000,5550,0.00
28,23,Hydro_Pumped,2048,555000,5550,0.00
28,23,Hydro_Pumped,2049,555000,5550,0.00
28,23,Hydro_Pumped,2050,555000,5550,0.00
28,23,Hydro_Pumped,2051,555000,5550,0.00
28,23,Hydro_Pumped,2052,555000,5550,0.00
28,23,Hydro_Pumped,2053,555000,5550,0.00
28,23,Hydro_Pumped,2054,555000,5550,0.00
28,23,Hydro_Pumped,2055,555000,5550,0.00
28,23,Hydro_Pumped,2056,555000,5550,0.00
28,23,Hydro_Pumped,2057,555000,5550,0.00
28,23,Hydro_Pumped,2058,555000,5550,0.00
28,23,Hydro_Pumped,2059,555000,5550,0.00
28,23,Hydro_Pumped,2060,555000,5550,0.00
28,24,Compressed_Air_Energy_Storage,2020,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2021,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2022,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2023,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2024,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2025,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2026,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2027,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2028,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2029,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2030,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2031,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2032,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2033,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2034,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2035,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2036,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2037,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2038,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2039,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2040,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2041,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2042,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2043,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2044,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2045,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2046,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2047,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2048,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2049,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2050,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2051,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2052,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2053,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2054,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2055,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2056,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2057,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2058,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2059,770000,7700,0.00
28,24,Compressed_Air_Energy_Storage,2060,770000,7700,0.00
28,102,Coal_1000_RC,2022,530857,5309,5.00
28,102,Coal_1000_RC,2023,530857,5309,5.00
28,102,Coal_1000_RC,2024,530857,5309,5.00
28,102,Coal_1000_RC,2025,530857,5309,5.00
28,102,Coal_1000_RC,2026,530857,5309,5.00
28,102,Coal_1000_RC,2027,530857,5309,5.00
28,102,Coal_1000_RC,2028,530857,5309,5.00
28,102,Coal_1000_RC,2029,530857,5309,5.00
28,102,Coal_1000_RC,2030,530857,5309,5.00
28,102,Coal_1000_RC,2031,530857,5309,5.00
28,102,Coal_1000_RC,2032,530857,5309,5.00
28,102,Coal_1000_RC,2033,530857,5309,5.00
28,102,Coal_1000_RC,2034,530857,5309,5.00
28,102,Coal_1000_RC,2035,530857,5309,5.00
28,102,Coal_1000_RC,2036,530857,5309,5.00
28,102,Coal_1000_RC,2037,530857,5309,5.00
28,102,Coal_1000_RC,2038,530857,5309,5.00
28,102,Coal_1000_RC,2039,530857,5309,5.00
28,102,Coal_1000_RC,2040,530857,5309,5.00
28,102,Coal_1000_RC,2041,530857,5309,5.00
28,102,Coal_1000_RC,2042,530857,5309,5.00
28,102,Coal_1000_RC,2043,530857,5309,5.00
28,102,Coal_1000_RC,2044,530857,5309,5.00
28,102,Coal_1000_RC,2045,530857,5309,5.00
28,102,Coal_1000_RC,2046,530857,5309,5.00
28,102,Coal_1000_RC,2047,530857,5309,5.00
28,102,Coal_1000_RC,2048,530857,5309,5.00
28,102,Coal_1000_RC,2049,530857,5309,5.00
28,102,Coal_1000_RC,2050,530857,5309,5.00
28,102,Coal_1000_RC,2051,530857,5309,5.00
